fecha_cierre,NIT,Fecha_vencimiento,Dias_mora,Calificación,Saldo,Porcentaje_deterioro,Deterioro,FID,nombre_linea
31/01/2023,6b5c66667767788e7eb8dce1f3503554381d52f5cc7ffe388cf20916dfec2abf,15/09/2022,0,A,2665600.0,0.0022,5864.320000000001,6777d66cdceb3abe105f0756d4bc554f85f7a8fa03bd919167f12f604c781ec2,Administración
31/01/2023,c9d67ed7b496e6933bcbbd593348abf92325758eca17ba6ea6cb5ca8d9c49892,15/09/2022,0,A,990575.36,0.0022,2179.265792,fcf7c3ee7a7227cb71de315c11ea964e208ce196108960bcd28cf8355ac39b0b,Administración
31/01/2023,4c8ce4de36b51f611768e62583c71d767fed5071732d28dc6cc2ccc6303856e0,15/09/2022,0,A,1011281.04,0.0022,2224.8182880000004,2fb0badb0206333fd0d3e309188e916f1af3ae3849d83b2b35ed00a20668bbe7,Garantía
31/01/2023,c1cb6bbcc176007c6dce4dedca26bd50d8b1b0b0891e1b994bff03eb7858893d,15/09/2022,0,A,3451000.0,0.0022,7592.200000000001,589fb736531088e640d1269314124329980c57c18434c8711da124eea16bc5d3,Garantía
31/01/2023,df9a4bcb3eb0c3636bdbd3bb435d9f6f0b7826693e09dc7a28e0f4f535a128e7,15/09/2022,0,A,3451000.0,0.0022,7592.200000000001,db00386f580b159078071fce29b1968619388497be7ae64f4e1da9efa082f032,Administración
31/01/2023,c9d67ed7b496e6933bcbbd593348abf92325758eca17ba6ea6cb5ca8d9c49892,15/09/2022,0,A,690200.0,0.0022,1518.44,d5445558f99f7cc95467560ff7e30cd2af79edb61edfcb43fe0f9e154a2c1ee8,Administración
31/01/2023,c9d67ed7b496e6933bcbbd593348abf92325758eca17ba6ea6cb5ca8d9c49892,15/09/2022,0,A,690200.0,0.0022,1518.44,76f66f46a4b1f2a473b14b5da1222202bf6a1c1ab361b78d5dafc96b709033da,Administración
31/01/2023,b58a57f1f43cf263a63e1763537c5cb49dc6fb7d258d8364617d56a684931ff2,15/09/2022,0,A,2760800.0,0.0022,6073.76,207d5a3ec61af00c34cf2d9ccd180e6054ad9c6ebc2275c2244ed37ae213f714,Garantía
31/01/2023,73087641ff18738bfe383ac3beed2612ddfea73f886234808a0becd919571ffb,15/09/2022,0,A,1380400.0,0.0022,3036.88,5b8b48ccdaf607e7163e5594ff0cd9ceff3637526382f11b228ccba7fb57b23f,Administración
31/01/2023,5950ebee0eaa5c88b5ceea57f5887984d24141f54a2ac4835f753bf312ac13eb,15/09/2022,0,A,1656480.0,0.0022,3644.2560000000003,d073caa9fcbe564f8dda86be7b6fd22a5425a7679c69f1022226088b8399e3e8,Garantía
31/01/2023,16e0bc15caa9abc9a7e45922bd9e660a5e9fb608544eb475d2fa655d64b05804,15/09/2022,0,A,1380400.0,0.0022,3036.88,e0df76468b2f8f354c47f3c0907c535628d297917530a1a2b717cefd11b328aa,Administración
31/01/2023,e48487d6fdef8256a06335be8fae2104dd366bdce042d434a722c7b22bda12a2,15/09/2022,0,A,2760800.0,0.0022,6073.76,b46b9ae49fdfe9ee2a4f97c48c0196f21be1dffd49f3e5b32c6c06a1f8cc79e7,Inmobiliario
31/01/2023,a6f8bc5c429a36aba24d818a811da81ef5f66107c131f416493abc50fdd5e6b2,15/09/2022,0,A,55301.68,0.0022,121.663696,8282707444d5c0ad332cde8cd55b9c74638b5310489cbc2104ab4a5523e8666f,Administración
